InvoiceNo,InvoiceDate,DealerName,PaymentDate
104490,07-01-2020,1030,30-01-2020
104491,30-01-2020,1054,21-02-2020
104492,15-01-2020,1199,06-02-2020
104493,09-01-2020,1037,23-01-2020
104494,11-01-2020,1437,24-02-2020
104495,09-01-2020,1219,14-02-2020
104496,04-01-2020,1394,15-02-2020
104497,23-01-2020,1542,02-03-2020
104498,18-01-2020,1389,03-03-2020
104499,07-01-2020,1583,30-01-2020
104500,21-01-2020,1026,28-02-2020
104501,20-01-2020,1485,04-02-2020
104502,29-01-2020,1353,12-03-2020
104503,30-01-2020,1078,15-03-2020
104504,29-01-2020,1344,26-02-2020
104505,17-01-2020,1515,28-02-2020
104506,20-01-2020,1408,20-02-2020
104507,14-01-2020,1643,07-03-2020
104508,27-01-2020,1134,26-02-2020
104509,14-01-2020,1517,09-02-2020
104510,31-01-2020,1428,27-02-2020
104511,07-01-2020,1405,19-01-2020
104512,18-01-2020,1354,15-03-2020
104513,01-01-2020,1193,12-02-2020
104514,07-01-2020,1622,14-01-2020
104515,20-01-2020,1006,28-02-2020
104516,05-01-2020,1453,13-02-2020
104517,31-01-2020,1130,09-02-2020
104518,21-01-2020,1179,04-03-2020
104519,21-01-2020,1426,04-03-2020
104520,04-01-2020,1131,10-02-2020
104521,25-01-2020,1210,11-02-2020
104522,05-01-2020,1454,17-02-2020
104523,06-01-2020,1526,03-03-2020
104524,23-01-2020,1460,28-02-2020
104525,27-01-2020,1579,11-02-2020
104526,08-01-2020,1338,23-02-2020
104527,16-01-2020,1190,09-03-2020
104528,27-01-2020,1180,14-02-2020
104529,04-01-2020,1162,04-02-2020
104530,18-01-2020,1587,17-02-2020
104531,31-01-2020,1288,08-03-2020
104532,31-01-2020,1308,28-02-2020
104533,10-01-2020,1089,19-01-2020
104534,08-01-2020,1276,28-01-2020
104535,22-01-2020,1247,27-02-2020
104536,28-01-2020,1310,17-03-2020
104537,24-01-2020,1149,09-02-2020
104538,20-01-2020,1355,02-03-2020
104539,25-01-2020,1274,15-02-2020
104540,20-01-2020,1224,02-02-2020
104541,08-01-2020,1190,01-03-2020
104542,27-01-2020,1127,14-02-2020
104543,26-01-2020,1126,20-03-2020
104544,18-01-2020,1301,27-01-2020
104545,12-01-2020,1511,19-01-2020
104546,01-01-2020,1566,16-01-2020
104547,31-01-2020,1255,10-03-2020
104548,06-01-2020,1173,03-03-2020
104549,29-01-2020,1604,09-02-2020
104550,03-01-2020,1348,19-02-2020
104551,15-01-2020,1494,08-03-2020
104552,15-01-2020,1554,23-02-2020
104553,31-01-2020,1293,27-03-2020
104554,10-01-2020,1121,24-02-2020
104555,18-01-2020,1358,29-01-2020
104556,17-01-2020,1166,04-03-2020
104557,23-01-2020,1002,28-02-2020
104558,16-01-2020,1647,27-01-2020
104559,25-01-2020,1400,20-03-2020
104560,28-01-2020,1536,19-02-2020
104561,31-01-2020,1062,06-03-2020
104562,20-01-2020,1458,01-03-2020
104563,17-01-2020,1440,08-02-2020
104564,25-01-2020,1524,16-03-2020
104565,15-01-2020,1176,11-02-2020
104566,24-01-2020,1135,18-03-2020
104567,04-01-2020,1003,12-02-2020
104568,26-01-2020,1499,17-03-2020
104569,31-01-2020,1476,07-02-2020
104570,04-01-2020,1523,03-02-2020
104571,14-01-2020,1187,08-03-2020
104572,23-01-2020,1083,19-02-2020
104573,10-01-2020,1046,28-02-2020
104574,30-01-2020,1493,08-02-2020
104575,18-01-2020,1221,17-03-2020
104576,24-01-2020,1277,24-02-2020
104577,03-01-2020,1368,30-01-2020
104578,27-01-2020,1088,03-03-2020
104579,17-01-2020,1627,11-03-2020
104580,23-01-2020,1646,16-02-2020
104581,29-01-2020,1160,24-03-2020
104582,24-01-2020,1506,20-03-2020
104583,14-01-2020,1365,06-02-2020
104584,15-01-2020,1369,12-03-2020
104585,08-01-2020,1188,13-02-2020
104586,02-01-2020,1365,10-01-2020
104587,26-01-2020,1598,11-02-2020
104588,01-01-2020,1010,16-01-2020
104589,27-01-2020,1503,23-02-2020
104590,13-01-2020,1218,30-01-2020
104591,12-01-2020,1157,28-01-2020
104592,08-01-2020,1220,23-02-2020
104593,26-01-2020,1159,22-02-2020
104594,18-01-2020,1282,29-02-2020
104595,21-01-2020,1302,06-02-2020
104596,01-01-2020,1340,14-01-2020
104597,29-01-2020,1289,28-02-2020
104598,25-01-2020,1570,01-03-2020
104599,19-01-2020,1458,15-02-2020
104600,14-01-2020,1135,28-02-2020
104601,21-01-2020,1044,04-03-2020
104602,18-01-2020,1612,08-02-2020
104603,14-01-2020,1011,01-02-2020
104604,11-01-2020,1078,27-02-2020
104605,11-01-2020,1270,18-02-2020
104606,04-01-2020,1121,16-01-2020
104607,17-01-2020,1307,18-02-2020
104608,08-01-2020,1628,01-02-2020
104609,30-01-2020,1530,25-03-2020
104610,21-01-2020,1641,26-02-2020
104611,23-01-2020,1518,26-02-2020
104612,07-01-2020,1519,09-02-2020
104613,16-01-2020,1530,03-03-2020
104614,19-01-2020,1378,19-03-2020
104615,25-01-2020,1582,25-02-2020
104616,02-01-2020,1289,22-02-2020
104617,19-01-2020,1623,04-03-2020
104618,06-01-2020,1265,16-02-2020
104619,04-01-2020,1546,27-01-2020
104620,08-01-2020,1628,13-02-2020
104621,25-01-2020,1094,23-03-2020
104622,25-01-2020,1630,09-03-2020
104623,23-01-2020,1108,11-02-2020
104624,19-01-2020,1102,16-02-2020
104625,03-01-2020,1186,22-01-2020
104626,15-01-2020,1300,10-02-2020
104627,01-01-2020,1532,08-01-2020
104628,15-01-2020,1073,18-02-2020
104629,18-01-2020,1412,31-01-2020
104630,14-01-2020,1309,19-02-2020
104631,14-01-2020,1060,24-02-2020
104632,25-01-2020,1242,11-02-2020
104633,06-01-2020,1426,19-02-2020
104634,08-01-2020,1377,18-02-2020
104635,28-01-2020,1353,28-03-2020
104636,12-01-2020,1181,31-01-2020
104637,23-01-2020,1343,15-03-2020
104638,05-01-2020,1481,12-01-2020
104639,23-01-2020,1029,21-02-2020
104640,03-01-2020,1041,12-01-2020
104641,13-01-2020,1177,20-01-2020
104642,26-01-2020,1034,06-02-2020
104643,02-01-2020,1097,12-02-2020
104644,23-01-2020,1032,04-03-2020
104645,21-01-2020,1539,08-03-2020
104646,06-01-2020,1644,09-02-2020
104647,14-01-2020,1368,11-02-2020
104648,02-01-2020,1372,25-02-2020
104649,29-01-2020,1403,13-02-2020
104650,04-01-2020,1469,01-03-2020
104651,29-01-2020,1472,06-02-2020
104652,13-01-2020,1068,22-01-2020
104653,06-01-2020,1089,13-02-2020
104654,28-01-2020,1012,25-02-2020
104655,28-01-2020,1637,27-03-2020
104656,17-01-2020,1291,13-02-2020
104657,04-01-2020,1538,03-03-2020
104658,18-01-2020,1017,04-03-2020
104659,17-01-2020,1285,23-02-2020
104660,15-01-2020,1053,13-03-2020
104661,20-01-2020,1404,13-02-2020
104662,25-01-2020,1205,05-02-2020
104663,01-01-2020,1475,12-01-2020
104664,07-01-2020,1370,29-01-2020
104665,29-01-2020,1400,17-02-2020
104666,02-01-2020,1379,14-01-2020
104667,08-01-2020,1273,21-01-2020
104668,03-01-2020,1452,25-02-2020
104669,06-01-2020,1545,19-02-2020
104670,13-01-2020,1556,16-02-2020
104671,16-01-2020,1251,29-02-2020
104672,24-01-2020,1462,18-02-2020
104673,25-01-2020,1589,09-03-2020
104674,09-01-2020,1189,26-01-2020
104675,28-01-2020,1405,27-02-2020
104676,15-01-2020,1236,29-01-2020
104677,24-01-2020,1284,21-03-2020
104678,25-01-2020,1636,04-03-2020
104679,26-01-2020,1209,23-02-2020
104680,12-01-2020,1487,06-03-2020
104681,24-01-2020,1591,09-03-2020
104682,12-01-2020,1189,06-03-2020
104683,11-01-2020,1625,23-02-2020
104684,14-01-2020,1465,16-02-2020
104685,09-01-2020,1308,26-02-2020
104686,27-01-2020,1065,16-03-2020
104687,06-01-2020,1144,19-01-2020
104688,06-01-2020,1621,04-02-2020
104689,27-01-2020,1520,21-03-2020
104690,02-01-2020,1270,24-02-2020
104691,10-01-2020,1257,13-02-2020
104692,02-01-2020,1265,25-01-2020
104693,06-01-2020,1574,18-01-2020
104694,06-01-2020,1593,24-02-2020
104695,13-01-2020,1267,12-02-2020
104696,17-01-2020,1278,19-02-2020
104697,06-01-2020,1345,09-02-2020
104698,09-01-2020,1100,06-03-2020
104699,30-01-2020,1196,28-02-2020
104700,30-01-2020,1316,27-03-2020
104701,14-01-2020,1045,06-03-2020
104702,14-01-2020,1089,07-03-2020
104703,11-01-2020,1063,08-03-2020
104704,02-01-2020,1296,11-02-2020
104705,10-01-2020,1365,24-02-2020
104706,15-01-2020,1266,22-01-2020
104707,09-01-2020,1317,14-02-2020
104708,12-01-2020,1351,26-01-2020
104709,19-01-2020,1479,17-02-2020
104710,09-01-2020,1448,18-02-2020
104711,29-01-2020,1292,20-03-2020
104712,29-01-2020,1485,18-03-2020
104713,01-01-2020,1177,27-01-2020
104714,15-01-2020,1143,25-01-2020
104715,27-01-2020,1284,29-02-2020
104716,03-01-2020,1487,29-01-2020
104717,11-01-2020,1422,15-02-2020
104718,11-01-2020,1084,09-02-2020
104719,12-01-2020,1523,11-03-2020
104720,02-01-2020,1324,22-02-2020
104721,12-01-2020,1172,12-02-2020
104722,01-01-2020,1590,19-01-2020
104723,13-01-2020,1204,07-02-2020
104724,08-01-2020,1272,03-02-2020
104725,04-01-2020,1507,03-02-2020
104726,19-01-2020,1359,02-02-2020
104727,14-01-2020,1153,09-03-2020
104728,05-01-2020,1109,17-01-2020
104729,29-01-2020,1418,16-02-2020
104730,30-01-2020,1627,29-02-2020
104731,21-01-2020,1327,17-03-2020
104732,22-01-2020,1101,09-02-2020
104733,24-01-2020,1221,23-02-2020
104734,21-01-2020,1350,13-03-2020
104735,07-01-2020,1590,15-02-2020
104736,21-01-2020,1581,02-02-2020
104737,19-01-2020,1594,25-02-2020
104738,03-01-2020,1035,25-02-2020
104739,28-01-2020,1187,10-03-2020
104740,09-01-2020,1325,27-01-2020
104741,20-01-2020,1189,08-03-2020
104742,09-01-2020,1576,11-02-2020
104743,26-01-2020,1270,15-02-2020
104744,04-01-2020,1199,06-02-2020
104745,23-01-2020,1600,16-03-2020
104746,03-01-2020,1618,27-02-2020
104747,12-01-2020,1107,21-01-2020
104748,09-01-2020,1559,29-02-2020
104749,30-01-2020,1074,29-02-2020
104750,07-01-2020,1226,28-02-2020
104751,19-01-2020,1242,01-03-2020
104752,21-01-2020,1629,13-03-2020
104753,10-01-2020,1283,19-01-2020
104754,16-01-2020,1285,16-03-2020
104755,07-01-2020,1556,30-01-2020
104756,28-01-2020,1300,24-03-2020
104757,17-01-2020,1275,28-02-2020
104758,26-01-2020,1029,28-02-2020
104759,28-01-2020,1380,08-02-2020
104760,14-01-2020,1174,10-03-2020
104761,11-01-2020,1611,22-02-2020
104762,09-01-2020,1089,28-01-2020
104763,05-01-2020,1310,23-01-2020
104764,07-01-2020,1293,07-02-2020
104765,02-01-2020,1292,28-02-2020
104766,13-01-2020,1029,24-02-2020
104767,07-01-2020,1309,20-01-2020
104768,21-01-2020,1257,29-02-2020
104769,25-01-2020,1046,05-02-2020
104770,23-01-2020,1580,04-03-2020
104771,04-01-2020,1503,28-02-2020
104772,08-01-2020,1299,10-02-2020
104773,30-01-2020,1022,05-03-2020
104774,23-01-2020,1371,21-03-2020
104775,02-01-2020,1466,20-02-2020
104776,04-01-2020,1617,07-02-2020
104777,26-01-2020,1597,20-02-2020
104778,03-01-2020,1178,22-02-2020
104779,28-01-2020,1624,22-03-2020
104780,06-01-2020,1471,13-02-2020
104781,24-01-2020,1642,01-02-2020
104782,10-01-2020,1611,05-03-2020
104783,09-01-2020,1306,02-03-2020
104784,11-01-2020,1026,12-02-2020
104785,09-01-2020,1595,20-02-2020
104786,06-01-2020,1595,23-02-2020
104787,14-01-2020,1599,08-02-2020
104788,25-01-2020,1471,06-03-2020
104789,11-01-2020,1025,27-01-2020
104790,08-01-2020,1042,29-02-2020
104791,29-01-2020,1648,07-02-2020
104792,23-01-2020,1607,19-03-2020
104793,13-01-2020,1643,04-03-2020
104794,11-01-2020,1349,20-02-2020
104795,09-01-2020,1277,17-02-2020
104796,29-01-2020,1122,24-02-2020
104797,23-01-2020,1467,03-02-2020
104798,05-01-2020,1604,28-01-2020
104799,27-01-2020,1528,07-03-2020
104800,23-01-2020,1222,02-03-2020
104801,24-01-2020,1016,02-02-2020
104802,29-01-2020,1075,19-02-2020
104803,14-01-2020,1117,03-02-2020
104804,13-01-2020,1159,25-01-2020
104805,19-01-2020,1107,26-01-2020
104806,15-01-2020,1176,05-03-2020
104807,05-01-2020,1119,25-02-2020
104808,07-01-2020,1575,14-01-2020
104809,26-01-2020,1169,19-02-2020
104810,04-01-2020,1461,01-03-2020
104811,26-01-2020,1353,23-02-2020
104812,14-01-2020,1493,01-03-2020
104813,30-01-2020,1038,15-03-2020
104814,25-01-2020,1410,24-02-2020
104815,14-01-2020,1623,26-01-2020
104816,20-01-2020,1374,29-01-2020
104817,20-01-2020,1566,27-02-2020
104818,10-01-2020,1055,29-02-2020
104819,14-01-2020,1495,06-02-2020
104820,03-01-2020,1400,11-02-2020
104821,03-01-2020,1495,10-02-2020
104822,24-01-2020,1060,31-01-2020
104823,03-01-2020,1344,21-01-2020
104824,16-01-2020,1495,06-03-2020
104825,23-01-2020,1433,27-02-2020
104826,06-01-2020,1358,22-01-2020
104827,24-01-2020,1129,05-03-2020
104828,16-01-2020,1178,01-02-2020
104829,23-01-2020,1440,22-02-2020
104830,13-01-2020,1132,26-02-2020
104831,26-01-2020,1417,07-03-2020
104832,10-01-2020,1392,16-02-2020
104833,31-01-2020,1177,18-03-2020
104834,28-01-2020,1224,04-03-2020
104835,14-01-2020,1551,11-03-2020
104836,18-01-2020,1395,13-03-2020
104837,31-01-2020,1635,25-02-2020
104838,30-01-2020,1520,20-03-2020
104839,30-01-2020,1634,20-03-2020
104840,24-01-2020,1343,06-03-2020
104841,10-01-2020,1070,17-02-2020
104842,17-01-2020,1582,08-02-2020
104843,12-01-2020,1073,22-02-2020
104844,17-01-2020,1221,26-02-2020
104845,01-01-2020,1645,03-02-2020
104846,16-01-2020,1141,15-02-2020
104847,04-01-2020,1615,28-01-2020
104848,05-01-2020,1373,07-02-2020
104849,31-01-2020,1460,10-03-2020
104850,22-01-2020,1198,05-03-2020
104851,28-01-2020,1302,20-02-2020
104852,12-01-2020,1372,22-02-2020
104853,18-01-2020,1566,10-02-2020
104854,18-01-2020,1449,09-03-2020
104855,17-01-2020,1224,15-02-2020
104856,13-01-2020,1504,04-02-2020
104857,31-01-2020,1004,29-03-2020
104858,17-01-2020,1185,25-01-2020
104859,05-01-2020,1300,27-02-2020
104860,13-01-2020,1205,23-01-2020
104861,01-01-2020,1573,20-01-2020
104862,28-01-2020,1321,13-03-2020
104863,03-01-2020,1234,17-02-2020
104864,03-01-2020,1105,14-02-2020
104865,09-01-2020,1649,03-02-2020
104866,20-01-2020,1219,07-03-2020
104867,17-01-2020,1533,09-03-2020
104868,23-01-2020,1386,08-03-2020
104869,21-01-2020,1308,10-03-2020
104870,02-01-2020,1143,15-01-2020
104871,27-01-2020,1642,06-03-2020
104872,22-01-2020,1149,25-02-2020
104873,12-01-2020,1120,02-03-2020
104874,10-01-2020,1297,22-02-2020
104875,26-01-2020,1468,23-02-2020
104876,24-01-2020,1468,13-02-2020
104877,16-01-2020,1534,27-02-2020
104878,01-01-2020,1633,07-02-2020
104879,15-01-2020,1271,06-02-2020
104880,28-01-2020,1277,29-02-2020
104881,05-01-2020,1493,13-01-2020
104882,10-01-2020,1570,07-02-2020
104883,03-01-2020,1436,08-02-2020
104884,24-01-2020,1285,01-02-2020
104885,04-01-2020,1142,28-02-2020
104886,02-01-2020,1522,28-01-2020
104887,21-01-2020,1284,28-02-2020
104888,30-01-2020,1352,01-03-2020
104889,14-01-2020,1562,07-02-2020
104890,25-01-2020,1094,01-02-2020
104891,28-01-2020,1415,15-02-2020
104892,24-01-2020,1140,16-02-2020
104893,26-01-2020,1052,02-02-2020
104894,12-01-2020,1327,26-02-2020
104895,29-01-2020,1464,11-02-2020
104896,21-01-2020,1007,10-02-2020
104897,05-01-2020,1508,04-03-2020
104898,13-01-2020,1026,08-03-2020
104899,23-01-2020,1395,10-03-2020
104900,28-01-2020,1072,10-03-2020
104901,14-01-2020,1411,10-03-2020
104902,16-01-2020,1535,06-02-2020
104903,19-01-2020,1622,28-01-2020
104904,11-01-2020,1312,28-01-2020
104905,25-01-2020,1569,08-02-2020
104906,22-01-2020,1122,26-02-2020
104907,11-01-2020,1011,04-02-2020
104908,31-01-2020,1488,13-03-2020
104909,26-01-2020,1168,13-03-2020
104910,20-01-2020,1294,15-02-2020
104911,17-01-2020,1027,23-02-2020
104912,29-01-2020,1132,20-02-2020
104913,27-01-2020,1350,14-03-2020
104914,03-01-2020,1423,14-02-2020
104915,09-01-2020,1517,11-02-2020
104916,29-01-2020,1604,07-02-2020
104917,27-01-2020,1046,13-03-2020
104918,02-01-2020,1155,21-01-2020
104919,25-01-2020,1548,16-02-2020
104920,19-01-2020,1237,05-03-2020
104921,29-01-2020,1042,26-03-2020
104922,17-01-2020,1147,05-02-2020
104923,01-01-2020,1194,27-01-2020
104924,12-01-2020,1183,12-02-2020
104925,01-01-2020,1245,23-02-2020
104926,15-01-2020,1487,22-02-2020
104927,14-01-2020,1515,12-02-2020
104928,09-01-2020,1048,09-03-2020
104929,27-01-2020,1569,08-03-2020
104930,04-01-2020,1589,26-01-2020
104931,04-01-2020,1574,31-01-2020
104932,13-01-2020,1297,08-03-2020
104933,13-01-2020,1234,01-02-2020
104934,03-01-2020,1292,19-01-2020
104935,07-01-2020,1379,21-01-2020
104936,09-01-2020,1013,28-02-2020
104937,26-01-2020,1090,12-03-2020
104938,27-01-2020,1319,12-03-2020
104939,11-01-2020,1254,25-02-2020
104940,02-01-2020,1630,18-01-2020
104941,13-01-2020,1446,26-01-2020
104942,12-01-2020,1246,29-01-2020
104943,03-01-2020,1149,01-03-2020
104944,27-01-2020,1527,06-02-2020
104945,13-01-2020,1290,07-03-2020
104946,27-01-2020,1448,10-02-2020
104947,29-01-2020,1224,13-02-2020
104948,26-01-2020,1392,22-03-2020
104949,31-01-2020,1088,22-03-2020
104950,10-01-2020,1195,14-02-2020
104951,05-01-2020,1572,26-01-2020
104952,19-01-2020,1634,11-02-2020
104953,03-01-2020,1176,01-03-2020
104954,17-01-2020,1422,06-03-2020
104955,27-01-2020,1248,11-03-2020
104956,24-01-2020,1645,19-03-2020
104957,06-01-2020,1328,05-02-2020
104958,26-01-2020,1211,17-03-2020
104959,10-01-2020,1586,17-01-2020
104960,19-01-2020,1379,27-01-2020
104961,22-01-2020,1609,15-02-2020
104962,14-01-2020,1382,26-02-2020
104963,30-01-2020,1140,25-02-2020
104964,12-01-2020,1454,17-02-2020
104965,05-01-2020,1105,12-02-2020
104966,20-01-2020,1110,24-02-2020
104967,16-01-2020,1424,06-02-2020
104968,09-01-2020,1635,29-02-2020
104969,17-01-2020,1591,06-02-2020
104970,26-01-2020,1357,02-02-2020
104971,27-01-2020,1348,06-02-2020
104972,02-01-2020,1280,04-02-2020
104973,15-01-2020,1384,25-01-2020
104974,02-01-2020,1323,04-02-2020
104975,31-01-2020,1481,28-03-2020
104976,18-01-2020,1238,09-02-2020
104977,18-01-2020,1440,24-02-2020
104978,06-01-2020,1233,19-02-2020
104979,24-01-2020,1523,11-02-2020
104980,23-01-2020,1119,11-02-2020
104981,12-01-2020,1536,08-03-2020
104982,02-01-2020,1144,06-02-2020
104983,08-01-2020,1065,17-01-2020
104984,28-01-2020,1017,10-02-2020
104985,11-01-2020,1298,12-02-2020
104986,31-01-2020,1508,05-03-2020
104987,29-01-2020,1178,13-02-2020
104988,05-01-2020,1486,22-01-2020
104989,18-01-2020,1577,27-02-2020
104990,11-01-2020,1611,09-02-2020
104991,22-01-2020,1182,06-03-2020
104992,01-01-2020,1647,13-01-2020
104993,26-01-2020,1415,21-03-2020
104994,17-01-2020,1003,15-02-2020
104995,24-01-2020,1396,19-03-2020
104996,01-01-2020,1552,06-02-2020
104997,26-01-2020,1374,21-03-2020
104998,03-01-2020,1450,17-02-2020
104999,08-01-2020,1177,11-02-2020
105000,29-01-2020,1530,21-03-2020
105001,13-01-2020,1016,08-02-2020
105002,29-01-2020,1142,08-03-2020
105003,01-01-2020,1127,26-02-2020
105004,19-01-2020,1574,05-03-2020
105005,04-01-2020,1136,21-02-2020
105006,20-01-2020,1645,27-01-2020
105007,09-01-2020,1352,16-02-2020
105008,08-01-2020,1099,01-02-2020
105009,04-01-2020,1265,24-01-2020
105010,02-01-2020,1191,08-02-2020
105011,19-01-2020,1376,07-02-2020
105012,08-01-2020,1434,21-01-2020
105013,10-01-2020,1617,05-02-2020
105014,10-01-2020,1628,28-02-2020
105015,30-01-2020,1348,02-03-2020
105016,18-01-2020,1131,11-03-2020
105017,20-01-2020,1381,10-03-2020
105018,21-01-2020,1647,22-02-2020
105019,12-01-2020,1566,21-02-2020
105020,12-01-2020,1631,29-02-2020
105021,11-01-2020,1252,05-03-2020
105022,10-01-2020,1261,11-02-2020
105023,26-01-2020,1200,08-02-2020
105024,17-01-2020,1527,26-02-2020
105025,16-01-2020,1538,15-03-2020
105026,06-01-2020,1574,29-01-2020
105027,21-01-2020,1085,10-02-2020
105028,09-01-2020,1216,15-02-2020
105029,10-01-2020,1523,22-01-2020
105030,18-01-2020,1048,02-03-2020
105031,08-01-2020,1608,25-01-2020
105032,29-01-2020,1602,15-02-2020
105033,08-01-2020,1429,23-01-2020
105034,04-01-2020,1418,19-01-2020
105035,02-01-2020,1071,02-02-2020
105036,05-01-2020,1269,02-03-2020
105037,23-01-2020,1486,25-02-2020
105038,21-01-2020,1414,27-02-2020
105039,09-01-2020,1632,28-02-2020
105040,10-01-2020,1051,26-01-2020
105041,07-01-2020,1423,06-02-2020
105042,16-01-2020,1582,03-02-2020
105043,22-01-2020,1279,26-02-2020
105044,04-01-2020,1161,20-02-2020
105045,21-01-2020,1092,05-02-2020
105046,12-01-2020,1276,24-02-2020
105047,25-01-2020,1397,01-02-2020
105048,28-01-2020,1366,22-02-2020
105049,24-01-2020,1266,15-02-2020
105050,14-01-2020,1229,17-02-2020
105051,20-01-2020,1538,20-02-2020
105052,29-01-2020,1395,09-02-2020
105053,23-01-2020,1572,04-02-2020
105054,15-01-2020,1634,18-02-2020
105055,07-01-2020,1155,19-02-2020
105056,11-01-2020,1419,10-02-2020
105057,17-01-2020,1476,04-03-2020
105058,03-01-2020,1306,13-01-2020
105059,11-01-2020,1369,05-03-2020
105060,23-01-2020,1176,03-03-2020
105061,15-01-2020,1201,26-01-2020
105062,20-01-2020,1558,05-03-2020
105063,17-01-2020,1018,14-03-2020
105064,10-01-2020,1081,29-02-2020
105065,03-01-2020,1247,31-01-2020
105066,14-01-2020,1493,03-03-2020
105067,10-01-2020,1598,26-01-2020
105068,18-01-2020,1065,18-03-2020
105069,13-01-2020,1131,31-01-2020
105070,17-01-2020,1167,24-01-2020
105071,30-01-2020,1009,10-03-2020
105072,09-01-2020,1637,29-02-2020
105073,26-01-2020,1384,15-02-2020
105074,15-01-2020,1245,23-01-2020
105075,07-01-2020,1288,20-01-2020
105076,22-01-2020,1057,20-02-2020
105077,04-01-2020,1418,01-03-2020
105078,09-01-2020,1357,20-01-2020
105079,31-01-2020,1205,20-03-2020
105080,11-01-2020,1114,09-02-2020
105081,17-01-2020,1610,09-02-2020
105082,06-01-2020,1454,04-03-2020
105083,15-01-2020,1296,26-02-2020
105084,29-01-2020,1246,10-03-2020
105085,29-01-2020,1444,07-02-2020
105086,06-01-2020,1148,16-02-2020
105087,25-01-2020,1583,17-03-2020
105088,06-01-2020,1248,24-02-2020
105089,30-01-2020,1260,24-03-2020
105090,28-01-2020,1443,14-02-2020
105091,30-01-2020,1031,21-02-2020
105092,19-01-2020,1563,05-02-2020
105093,12-01-2020,1178,29-02-2020
105094,13-01-2020,1013,01-02-2020
105095,15-01-2020,1348,10-03-2020
105096,04-01-2020,1632,02-02-2020
105097,10-01-2020,1307,10-02-2020
105098,12-01-2020,1643,17-02-2020
105099,08-01-2020,1199,08-02-2020
105100,20-01-2020,1271,16-03-2020
105101,06-01-2020,1412,31-01-2020
105102,10-01-2020,1043,18-02-2020
105103,05-01-2020,1473,24-01-2020
105104,22-01-2020,1049,05-03-2020
105105,04-01-2020,1490,20-01-2020
105106,28-01-2020,1104,09-02-2020
105107,23-01-2020,1044,02-03-2020
105108,10-01-2020,1367,21-01-2020
105109,31-01-2020,1321,27-03-2020
105110,30-01-2020,1058,16-03-2020
105111,06-01-2020,1073,25-01-2020
105112,09-01-2020,1643,02-03-2020
105113,09-01-2020,1064,20-02-2020
105114,17-01-2020,1344,07-03-2020
105115,13-01-2020,1051,24-02-2020
105116,24-01-2020,1005,10-02-2020
105117,09-01-2020,1305,03-03-2020
105118,05-01-2020,1443,22-01-2020
105119,10-01-2020,1269,10-02-2020
105120,19-01-2020,1084,12-02-2020
105121,30-01-2020,1014,29-02-2020
105122,27-01-2020,1333,20-03-2020
105123,17-01-2020,1356,20-02-2020
105124,17-01-2020,1522,17-03-2020
105125,30-01-2020,1534,17-03-2020
105126,06-01-2020,1407,03-02-2020
105127,13-01-2020,1146,19-02-2020
105128,29-01-2020,1100,19-03-2020
105129,11-01-2020,1551,21-02-2020
105130,20-01-2020,1079,27-01-2020
105131,15-01-2020,1056,24-01-2020
105132,07-01-2020,1368,02-03-2020
105133,20-01-2020,1180,13-02-2020
105134,28-01-2020,1334,04-03-2020
105135,26-01-2020,1009,25-03-2020
105136,06-01-2020,1112,03-03-2020
105137,29-01-2020,1580,03-03-2020
105138,06-01-2020,1107,05-02-2020
105139,25-01-2020,1404,20-02-2020
105140,04-01-2020,1227,25-02-2020
105141,01-01-2020,1035,20-02-2020
105142,26-01-2020,1306,05-03-2020
105143,20-01-2020,1361,29-01-2020
105144,04-01-2020,1398,03-03-2020
105145,31-01-2020,1044,08-03-2020
105146,20-01-2020,1228,23-02-2020
105147,02-01-2020,1453,05-02-2020
105148,16-01-2020,1504,26-01-2020
105149,18-01-2020,1282,03-02-2020
105150,15-01-2020,1223,18-02-2020
105151,14-01-2020,1407,14-02-2020
105152,24-01-2020,1361,15-02-2020
105153,17-01-2020,1038,22-02-2020
105154,04-01-2020,1589,10-02-2020
105155,14-01-2020,1510,21-01-2020
105156,21-01-2020,1501,29-02-2020
105157,22-01-2020,1393,23-02-2020
105158,02-01-2020,1432,14-02-2020
105159,14-01-2020,1268,31-01-2020
105160,11-01-2020,1404,09-03-2020
105161,13-01-2020,1063,13-02-2020
105162,11-01-2020,1156,02-02-2020
105163,25-01-2020,1426,04-03-2020
105164,11-01-2020,1545,08-03-2020
105165,29-01-2020,1507,03-03-2020
105166,14-01-2020,1565,08-03-2020
105167,29-01-2020,1327,15-02-2020
105168,25-01-2020,1382,10-03-2020
105169,05-01-2020,1560,19-02-2020
105170,30-01-2020,1016,04-03-2020
105171,02-01-2020,1096,13-01-2020
105172,01-01-2020,1067,01-02-2020
105173,23-01-2020,1271,04-03-2020
105174,27-01-2020,1532,23-02-2020
105175,15-01-2020,1287,12-03-2020
105176,14-01-2020,1634,12-02-2020
105177,29-01-2020,1278,05-02-2020
105178,23-01-2020,1395,10-02-2020
105179,03-01-2020,1526,29-01-2020
105180,02-01-2020,1009,13-02-2020
105181,06-01-2020,1273,20-01-2020
105182,18-01-2020,1633,14-02-2020
105183,07-01-2020,1631,31-01-2020
105184,23-01-2020,1197,12-03-2020
105185,02-01-2020,1551,05-02-2020
105186,08-01-2020,1503,21-01-2020
105187,13-01-2020,1601,27-02-2020
