Sr.no,Dealer,Product,Sales
5312,1519,2814,131
5313,1200,2221,56
5314,1464,1135,140
5315,1208,2549,140
5316,1562,1567,107
5317,1509,1465,59
5318,1501,2586,38
5319,1112,1135,6
5320,1445,2564,10
5321,1598,2651,80
5322,1243,2068,111
5323,1311,1820,19
5324,1156,2739,28
5325,1059,1081,16
5326,1294,1649,62
5327,1113,2039,35
5328,1587,1841,6
5329,1280,1202,32
5330,1125,2948,177
5331,1381,1550,152
5332,1551,1238,28
5333,1359,1106,61
5334,1420,1882,5
5335,1442,2856,39
5336,1389,1553,40
5337,1006,1760,3
5338,1567,1200,26
5339,1257,1443,0
5340,1045,1892,101
5341,1355,2172,110
5342,1230,1776,4
5343,1034,1799,13
5344,1076,2330,64
5345,1081,2422,161
5346,1021,2834,177
5347,1129,2488,20
5348,1539,1019,142
5349,1058,2733,211
5350,1179,2136,278
5351,1164,2658,156
5352,1498,2055,203
5353,1360,1113,8
5354,1267,2606,56
5355,1254,2789,234
5356,1102,1590,159
5357,1314,2077,8
5358,1558,2446,51
5359,1603,2778,104
5360,1542,2975,174
5361,1255,2569,121
5362,1567,1206,169
5363,1015,1793,180
5364,1416,2796,90
5365,1184,2810,50
5366,1102,1023,139
5367,1529,1380,211
5368,1336,2818,93
5369,1624,2201,42
5370,1178,1701,70
5371,1413,1864,121
5372,1032,2243,46
5373,1140,1241,17
5374,1280,1172,81
5375,1525,2625,59
5376,1301,2287,194
5377,1311,2991,56
5378,1291,1542,15
5379,1297,1660,122
5380,1577,2313,29
5381,1307,2043,43
5382,1516,2584,211
5383,1155,1199,9
5384,1172,1625,48
5385,1624,1123,174
5386,1231,1771,117
5387,1006,1489,93
5388,1278,2838,180
5389,1154,1245,21
5390,1469,2566,78
5391,1417,1862,26
5392,1022,2119,164
5393,1239,1852,35
5394,1565,2086,46
5395,1433,1297,110
5396,1120,1591,37
5397,1223,1360,2
5398,1078,2282,64
5399,1551,2727,100
5400,1133,1932,177
5401,1058,2980,103
5402,1640,1630,74
5403,1144,1418,88
5404,1026,2803,156
5405,1232,2891,97
5406,1123,2115,4
5407,1425,2029,66
5408,1650,2443,9
5409,1022,1412,72
5410,1347,2193,66
5411,1574,2389,85
5412,1118,1764,128
5413,1276,2118,158
5414,1433,1178,37
5415,1420,1163,13
5416,1112,2223,1
5417,1189,2870,115
5418,1196,1871,67
5419,1209,1397,39
5420,1176,2510,102
5421,1163,1132,273
5422,1386,2335,4
5423,1573,1404,9
5424,1323,2515,2
5425,1108,2406,43
5426,1265,1258,28
5427,1348,1980,45
5428,1428,2700,57
5429,1116,1373,39
5430,1597,1786,132
5431,1510,1145,2
5432,1303,1927,191
5433,1307,1902,137
5434,1403,1201,149
5435,1472,1505,169
5436,1221,1063,266
5437,1331,1493,48
5438,1482,1998,4
5439,1451,2659,6
5440,1422,2497,114
5441,1483,2234,61
5442,1411,2854,91
5443,1633,2441,5
5444,1468,2235,8
5445,1557,2908,77
5446,1566,1853,15
5447,1547,2029,5
5448,1287,1016,128
5449,1634,1901,52
5450,1003,2582,6
5451,1191,1786,120
5452,1053,1022,76
5453,1102,1589,110
5454,1002,2569,20
5455,1247,2296,58
5456,1019,2017,88
5457,1331,2812,6
5458,1006,2146,5
5459,1410,2810,115
5460,1177,2951,1
5461,1062,1853,140
5462,1245,2854,2
5463,1574,2994,111
5464,1321,1922,15
5465,1278,2010,10
5466,1123,2307,173
5467,1379,1922,36
5468,1305,2402,54
5469,1048,2377,15
5470,1516,2086,5
5471,1381,1274,90
5472,1318,2878,22
5473,1235,2603,137
5474,1186,1523,49
5475,1214,2498,68
5476,1424,2335,16
5477,1484,1920,95
5478,1338,2044,43
5479,1180,1897,10
5480,1444,2981,91
5481,1190,2655,121
5482,1547,1177,75
5483,1227,1590,185
5484,1174,1978,114
5485,1346,2622,135
5486,1147,1149,181
5487,1225,2957,186
5488,1412,1299,0
5489,1576,2063,2
5490,1386,2512,172
5491,1577,2500,63
5492,1043,2662,77
5493,1188,2647,82
5494,1167,1917,178
5495,1074,2198,10
5496,1650,1605,27
5497,1027,2665,71
5498,1275,1365,85
5499,1043,1478,2
5500,1156,2772,35
5501,1647,2003,164
5502,1463,1747,58
5503,1424,2279,28
5504,1133,1014,140
5505,1635,1313,8
5506,1184,1885,8
5507,1371,2006,79
5508,1589,1399,84
5509,1475,1127,4
5510,1094,1351,112
5511,1018,2779,16
5512,1512,1044,10
5513,1209,1879,21
5514,1507,2551,155
5515,1158,2175,17
5516,1164,2177,8
5517,1445,2599,3
5518,1283,2618,1
5519,1074,2638,274
5520,1297,2308,54
5521,1441,2083,166
5522,1602,2654,2
5523,1213,1534,31
5524,1431,1893,20
5525,1522,1106,56
5526,1552,2502,7
5527,1426,1722,212
5528,1207,1469,217
5529,1386,2718,102
5530,1345,1652,103
5531,1136,2656,25
5532,1265,2801,0
5533,1543,2621,119
5534,1149,1973,170
5535,1290,2269,10
5536,1174,1007,36
5537,1418,2711,9
5538,1046,2370,210
5539,1374,1001,30
5540,1412,1390,48
5541,1222,2456,73
5542,1150,1506,7
5543,1268,2984,94
5544,1563,2612,119
5545,1119,1256,51
5546,1339,1492,19
5547,1622,1790,28
5548,1376,1558,2
5549,1525,2826,114
5550,1639,2998,0
5551,1174,2463,88
5552,1253,1475,53
5553,1562,1971,74
5554,1348,1080,86
5555,1198,2142,75
5556,1492,2643,58
5557,1629,1368,78
5558,1466,1278,19
5559,1118,2434,98
5560,1184,1715,11
5561,1443,2868,215
5562,1551,2695,32
5563,1403,1683,53
5564,1564,1068,33
5565,1259,1197,41
5566,1370,1820,260
5567,1636,2339,27
5568,1506,2135,2
5569,1264,2432,128
5570,1505,2453,1
5571,1501,2516,189
5572,1221,1560,199
5573,1228,2370,112
5574,1427,2002,40
5575,1335,1024,3
5576,1156,2571,85
5577,1478,2298,69
5578,1292,1549,15
5579,1150,2126,147
5580,1615,1455,64
5581,1214,2738,90
5582,1043,2433,30
5583,1148,1468,24
5584,1582,1280,47
5585,1157,1049,54
5586,1507,1340,21
5587,1007,1307,52
5588,1038,1368,12
5589,1153,2867,19
5590,1292,1524,129
5591,1364,2156,69
5592,1478,1301,45
5593,1157,2386,10
5594,1074,1339,4
5595,1491,2788,2
5596,1650,1470,6
5597,1369,1196,149
5598,1474,2913,13
5599,1427,1847,187
5600,1156,2310,37
5601,1386,2738,55
5602,1170,1101,33
5603,1133,1706,119
5604,1478,2315,60
5605,1452,1316,138
5606,1104,2626,258
5607,1300,1213,238
5608,1111,2385,167
5609,1158,1988,57
5610,1125,1849,4
5611,1495,2232,49
5612,1284,2120,155
5613,1003,2683,64
5614,1173,2259,137
5615,1594,2295,22
5616,1111,1147,210
5617,1018,1876,7
5618,1400,1807,87
5619,1604,2390,150
5620,1318,2531,26
5621,1133,2632,149
5622,1557,2845,46
5623,1516,1654,133
5624,1599,2862,73
5625,1101,2999,10
5626,1523,2831,96
5627,1623,1239,184
5628,1341,1862,100
5629,1081,2841,8
5630,1587,2969,99
5631,1179,1399,95
5632,1240,2721,34
5633,1583,1009,81
5634,1146,1900,21
5635,1571,2894,128
5636,1442,2030,46
5637,1118,2219,50
5638,1474,1494,86
5639,1483,1418,16
5640,1295,2922,103
5641,1586,1223,113
5642,1176,1158,12
5643,1158,2146,8
5644,1640,1160,11
5645,1436,2871,15
5646,1198,1355,23
5647,1169,1511,132
5648,1448,1465,28
5649,1374,2653,17
5650,1589,2166,75
5651,1643,2709,31
5652,1283,1755,54
5653,1052,1753,90
5654,1292,1534,41
5655,1013,1710,152
5656,1471,1289,3
5657,1631,2707,55
5658,1033,1634,172
5659,1329,2508,135
5660,1213,2161,202
5661,1087,2162,33
5662,1585,2308,77
5663,1169,2534,10
5664,1202,1259,249
5665,1082,2694,26
5666,1310,2145,98
5667,1461,2201,110
5668,1428,2900,5
5669,1338,2984,19
5670,1591,1337,232
5671,1139,2995,69
5672,1471,2728,12
5673,1011,1252,177
5674,1458,2102,41
5675,1008,2258,42
5676,1209,1297,61
5677,1191,1870,139
5678,1639,2444,110
5679,1104,2265,73
5680,1056,1006,6
5681,1511,2976,183
5682,1468,1871,47
5683,1176,2969,11
5684,1159,2359,229
5685,1502,1113,71
5686,1057,1948,99
5687,1573,1733,239
5688,1013,2644,1
5689,1519,1471,38
5690,1124,2566,191
5691,1348,1850,137
5692,1645,2006,84
5693,1475,2470,157
5694,1325,1049,82
5695,1280,1903,229
5696,1368,1903,51
5697,1273,2119,24
5698,1307,2330,202
5699,1595,2725,1
5700,1110,1297,143
5701,1499,1806,21
5702,1572,1874,65
5703,1326,1590,44
5704,1135,2534,55
5705,1161,1972,46
5706,1243,1557,124
5707,1022,2701,27
5708,1457,1171,75
5709,1381,1655,11
5710,1131,1663,19
5711,1277,2146,4
5712,1164,2187,77
5713,1200,2891,40
5714,1176,2385,0
5715,1546,1994,49
5716,1185,1673,207
5717,1436,1794,36
5718,1325,2489,157
5719,1515,1049,30
5720,1308,2071,154
5721,1169,1630,200
5722,1193,2616,134
5723,1554,1648,139
5724,1205,1062,162
5725,1650,2457,269
5726,1513,1821,15
5727,1193,1350,18
5728,1077,1101,33
5729,1299,2531,13
5730,1310,1524,44
5731,1204,1916,46
5732,1166,2328,150
5733,1057,2510,117
5734,1522,2757,7
5735,1288,1816,68
5736,1249,1154,192
5737,1354,1758,195
5738,1562,1873,125
5739,1448,2990,32
5740,1584,2826,112
5741,1329,1198,5
5742,1179,2928,90
5743,1644,2228,158
5744,1064,2383,191
5745,1014,2236,102
5746,1503,2740,25
5747,1353,1012,153
5748,1326,2250,121
5749,1359,2166,7
5750,1455,1667,76
5751,1505,1494,115
5752,1295,1287,0
5753,1134,2476,209
5754,1480,1466,110
5755,1054,1827,1
5756,1317,1884,34
5757,1558,2840,179
5758,1414,2410,24
5759,1321,1280,18
5760,1585,1935,2
5761,1484,2727,80
5762,1619,2048,65
5763,1212,1183,30
5764,1538,1346,148
5765,1150,1693,50
5766,1179,1485,107
5767,1075,1812,176
5768,1325,2196,65
5769,1548,1290,30
5770,1459,2712,213
5771,1490,2117,211
5772,1616,2388,20
5773,1413,2200,190
5774,1592,1874,31
5775,1649,2991,70
5776,1085,1082,3
5777,1025,2828,5
5778,1336,1369,101
5779,1014,1008,216
5780,1538,2672,37
5781,1235,2315,106
5782,1515,2969,202
5783,1257,1411,11
5784,1030,1661,30
5785,1043,2410,18
5786,1371,2002,3
5787,1625,2917,6
5788,1483,2102,220
5789,1234,2186,18
5790,1426,2403,11
5791,1500,1978,81
5792,1065,2364,10
5793,1154,2108,52
5794,1254,2382,154
5795,1236,2599,128
5796,1524,2762,44
5797,1560,2071,112
5798,1484,2720,10
5799,1152,1967,241
5800,1307,1892,17
5801,1351,2886,186
5802,1380,2117,108
5803,1268,1935,20
5804,1209,1577,26
5805,1241,1174,22
5806,1399,1640,67
5807,1276,1374,11
5808,1469,1685,13
5809,1357,1430,136
5810,1578,1355,80
5811,1573,2268,5
5812,1567,1975,83
5813,1283,2568,155
5814,1383,2581,5
5815,1069,1836,35
5816,1581,2108,232
5817,1630,2150,44
5818,1597,1234,121
5819,1136,1756,34
5820,1184,1256,100
5821,1398,1918,64
5822,1116,1604,22
5823,1436,1140,2
5824,1028,2758,198
5825,1470,2159,30
5826,1636,1075,69
5827,1525,2504,76
5828,1219,1956,1
5829,1289,1645,53
5830,1276,2806,100
5831,1502,1172,6
5832,1616,2336,24
5833,1251,2779,144
5834,1293,1488,84
5835,1321,2835,28
5836,1111,1372,220
5837,1217,1373,248
5838,1618,1238,78
5839,1113,1957,3
5840,1388,2769,1
5841,1141,1347,21
5842,1008,1456,12
5843,1377,1184,43
5844,1556,2057,141
5845,1022,2493,16
5846,1444,2756,27
5847,1107,2566,41
5848,1586,2659,11
5849,1500,2301,116
5850,1355,1452,49
5851,1029,1018,40
5852,1641,1299,71
5853,1379,2888,112
5854,1648,2309,23
5855,1122,2601,58
5856,1460,2884,83
5857,1484,2816,62
5858,1350,1276,10
5859,1186,2608,73
5860,1232,1083,71
5861,1585,2343,22
5862,1507,2840,105
5863,1479,1397,60
5864,1082,2917,42
5865,1387,1831,112
5866,1554,1864,2
5867,1169,2851,10
5868,1268,2379,39
5869,1602,2125,2
5870,1303,1082,185
5871,1166,2501,41
5872,1307,1349,10
5873,1641,2783,182
5874,1592,2322,24
5875,1306,2150,19
5876,1527,1219,1
5877,1509,1134,4
5878,1099,2378,2
5879,1239,2493,18
5880,1152,2326,17
5881,1447,1668,10
5882,1590,1346,1
5883,1449,2869,160
5884,1071,2239,2
5885,1238,1186,95
5886,1523,1084,28
5887,1193,1848,4
5888,1083,2092,26
5889,1042,1514,28
5890,1470,2165,78
5891,1122,1751,196
5892,1546,1761,13
5893,1211,1945,192
5894,1113,1301,46
5895,1546,2799,15
5896,1297,1753,98
5897,1572,1094,47
5898,1440,2743,98
5899,1114,1143,167
5900,1486,1994,32
5901,1042,2686,111
5902,1078,2270,57
5903,1605,1668,174
5904,1218,1372,78
5905,1155,1872,153
5906,1021,2654,4
5907,1547,1538,36
5908,1139,1452,82
5909,1475,2842,160
5910,1092,1896,38
5911,1038,2006,158
5912,1463,1444,124
5913,1380,1846,16
5914,1064,2791,63
5915,1550,2176,98
5916,1616,1390,127
5917,1260,1220,224
5918,1208,2535,14
5919,1259,1712,78
5920,1642,2081,28
5921,1434,2515,16
5922,1067,2674,135
5923,1199,2219,72
5924,1430,2193,27
5925,1337,1606,179
5926,1274,1206,93
5927,1241,1957,3
5928,1199,2189,224
5929,1305,1147,1
5930,1204,2438,33
5931,1432,1729,121
5932,1399,2876,50
5933,1312,2600,116
5934,1286,2807,8
5935,1457,1894,194
5936,1066,1608,9
5937,1313,1980,78
5938,1494,2445,55
5939,1573,1501,148
5940,1309,1974,22
5941,1126,1540,20
5942,1442,1001,40
5943,1321,1220,88
5944,1209,2098,35
5945,1451,2687,29
5946,1158,1301,163
5947,1043,1001,26
5948,1441,2874,192
5949,1062,2319,3
5950,1307,1180,262
5951,1068,2561,0
5952,1423,2078,10
5953,1500,1744,78
5954,1258,1260,36
5955,1217,1462,35
5956,1250,1374,2
5957,1374,2969,24
5958,1506,2878,40
5959,1346,1209,19
5960,1118,1853,99
5961,1617,2645,76
5962,1544,1459,26
5963,1525,2878,48
5964,1020,2926,182
5965,1560,2583,126
5966,1450,1234,54
5967,1007,1794,92
5968,1256,2636,196
5969,1248,1818,8
5970,1207,2590,92
5971,1645,1350,69
5972,1343,2287,51
5973,1605,1429,38
5974,1536,1254,115
5975,1320,2671,13
5976,1390,2474,37
5977,1364,1572,35
5978,1041,1247,238
5979,1130,2268,179
5980,1408,1858,22
5981,1095,1062,134
5982,1116,2836,268
5983,1029,2775,59
5984,1097,2770,56
5985,1602,1342,37
5986,1136,1308,0
5987,1432,2791,13
5988,1504,1588,243
5989,1219,2805,215
5990,1146,1466,1
5991,1247,2808,91
5992,1265,2137,143
5993,1578,1503,14
5994,1586,1136,16
5995,1200,1338,34
5996,1398,1454,75
5997,1487,1316,117
5998,1247,1245,18
5999,1298,2952,47
6000,1298,1767,13
6001,1386,2151,230
6002,1627,1450,144
6003,1481,1546,101
6004,1343,1789,126
6005,1510,1889,28
6006,1296,2599,12
6007,1338,2833,134
6008,1452,2685,65
6009,1564,2691,168
6010,1498,2864,152
6011,1081,2053,0
6012,1265,1251,57
6013,1278,1354,28
6014,1026,1376,7
6015,1640,1881,66
6016,1590,1403,86
6017,1305,1352,5
6018,1642,1205,2
6019,1546,1027,110
6020,1056,2921,200
6021,1070,2124,23
6022,1400,1942,100
6023,1122,1655,18
6024,1326,1113,37
6025,1085,1108,34
6026,1259,2435,90
6027,1614,2914,11
6028,1571,2360,7
6029,1211,2010,217
6030,1499,1894,107
6031,1481,2802,33
6032,1306,1188,33
6033,1040,1345,128
6034,1334,2997,152
6035,1458,1130,117
6036,1036,1553,208
6037,1132,1425,85
6038,1213,2938,183
6039,1468,2728,113
6040,1396,2427,190
6041,1478,2179,66
6042,1056,1794,77
6043,1545,1092,233
6044,1256,2574,8
6045,1150,2192,156
6046,1484,1995,236
6047,1349,1312,33
6048,1024,2117,78
6049,1135,2358,1
6050,1275,1122,27
6051,1476,1728,45
6052,1390,2410,158
6053,1058,1028,66
6054,1343,2874,100
6055,1248,2548,2
6056,1311,2953,7
6057,1054,1766,58
6058,1010,1104,21
6059,1559,1203,72
6060,1287,1757,120
6061,1161,1161,115
6062,1101,2326,117
6063,1371,1906,7
6064,1304,1277,1
6065,1046,2034,27
6066,1490,1011,13
6067,1053,2053,42
6068,1358,2397,46
6069,1391,1008,190
6070,1071,2957,45
6071,1452,1430,29
6072,1594,1160,109
6073,1181,2730,173
6074,1043,2850,13
6075,1243,2047,72
6076,1254,1844,8
6077,1561,2733,47
6078,1449,2454,64
6079,1152,2615,140
6080,1497,1526,83
6081,1589,1583,6
6082,1032,1173,4
6083,1217,2907,57
6084,1273,2218,185
6085,1109,2750,24
6086,1178,2200,45
6087,1439,2454,207
6088,1272,2271,16
6089,1635,1812,82
6090,1500,2586,155
6091,1318,1328,183
6092,1349,1009,8
6093,1140,1465,183
6094,1393,1196,55
6095,1601,2315,194
6096,1597,1587,83
6097,1515,2817,11
6098,1161,1526,130
6099,1224,2310,29
6100,1603,2696,174
6101,1164,1732,32
6102,1128,1274,270
6103,1043,2880,146
6104,1210,1014,16
6105,1276,1377,229
6106,1545,2917,57
6107,1611,1614,102
6108,1105,1416,100
6109,1617,1449,34
6110,1618,1588,119
6111,1415,2277,13
6112,1521,1161,57
6113,1518,1702,24
6114,1027,1973,22
6115,1222,1250,104
6116,1634,1324,139
6117,1030,2304,0
6118,1599,1496,72
6119,1215,1342,12
6120,1181,1017,125
6121,1121,2731,69
6122,1638,1012,267
6123,1126,1646,7
6124,1467,1654,67
6125,1106,2751,228
6126,1239,2609,1
6127,1628,2381,47
6128,1216,2917,164
6129,1020,2508,140
6130,1457,1766,32
6131,1026,1278,45
6132,1240,2051,17
6133,1613,2122,71
6134,1049,1217,13
6135,1599,1138,73
6136,1570,2043,113
6137,1487,2987,153
6138,1328,1879,75
6139,1337,1258,53
6140,1303,1408,22
6141,1549,1703,18
6142,1187,2843,66
6143,1354,2586,86
6144,1638,1264,103
6145,1607,1735,60
6146,1282,1012,168
6147,1576,1927,110
6148,1392,2000,39
6149,1584,2692,157
6150,1083,2772,34
6151,1084,1169,40
6152,1344,2522,60
6153,1419,2625,101
6154,1576,2036,32
6155,1643,2246,24
6156,1446,2704,63
6157,1180,1943,126
6158,1005,1049,128
6159,1314,2689,193
6160,1047,1910,237
6161,1559,2280,7
6162,1448,2120,8
6163,1537,1095,19
6164,1258,1125,49
6165,1144,1207,45
6166,1083,1536,8
6167,1586,1494,117
6168,1481,2178,98
6169,1566,2563,33
6170,1042,1792,91
6171,1214,1227,11
6172,1555,2051,51
6173,1305,2532,62
6174,1100,2422,48
6175,1093,2464,6
6176,1243,1622,31
6177,1528,2875,119
6178,1600,2035,67
6179,1351,1843,7
6180,1349,2813,25
6181,1155,2607,26
6182,1289,1618,1
6183,1113,1871,51
6184,1107,1400,43
6185,1640,2179,4
6186,1179,2179,64
6187,1404,1658,52
6188,1573,2806,46
6189,1329,2160,77
6190,1457,2921,220
6191,1362,2214,7
6192,1506,2802,82
6193,1110,1740,53
6194,1176,1328,53
6195,1531,2604,118
6196,1129,1477,40
6197,1624,2029,51
6198,1229,2101,12
6199,1175,2828,19
6200,1019,1644,126
6201,1552,2908,72
6202,1481,1322,12
6203,1624,1829,49
6204,1336,1216,231
6205,1274,1754,4
6206,1008,2057,59
6207,1345,2133,61
6208,1195,1856,80
6209,1005,2531,17
6210,1155,2020,177
6211,1558,1804,125
6212,1544,2180,20
6213,1649,2251,2
6214,1589,1313,16
6215,1207,1026,100
6216,1231,1701,251
6217,1513,1469,19
6218,1358,1291,132
6219,1122,2497,24
6220,1031,1766,19
6221,1328,2396,3
6222,1347,2679,105
6223,1516,1912,104
6224,1084,2240,76
6225,1016,1256,16
6226,1590,2404,19
6227,1181,2533,11
6228,1588,2968,4
6229,1025,1731,6
6230,1547,1877,63
6231,1342,2391,69
6232,1243,1416,93
6233,1383,2010,74
6234,1611,2614,96
6235,1298,2514,187
6236,1216,1294,4
6237,1245,2538,48
6238,1516,2496,39
6239,1084,2038,97
6240,1426,2830,35
6241,1380,1660,0
6242,1213,1260,95
6243,1197,2154,89
6244,1442,2670,187
6245,1044,1951,6
6246,1397,1398,37
6247,1170,2624,24
6248,1389,2104,31
6249,1096,1253,46
6250,1608,2788,12
6251,1100,1073,26
6252,1563,1257,33
6253,1438,2924,127
6254,1001,2447,33
6255,1223,1206,6
6256,1523,1333,62
6257,1614,2543,27
6258,1442,1826,131
6259,1026,1248,13
6260,1036,2404,191
6261,1117,2791,66
6262,1211,2386,7
6263,1533,1467,21
6264,1235,2266,83
6265,1600,2814,12
6266,1247,1521,83
6267,1227,1938,35
6268,1394,2524,229
6269,1223,2378,21
6270,1230,2495,80
6271,1224,2958,34
6272,1145,2724,3
6273,1261,2091,16
6274,1108,1999,23
6275,1531,2438,150
6276,1035,2248,106
6277,1328,1482,95
6278,1460,1294,50
6279,1080,1597,99
6280,1448,2224,57
6281,1544,1867,155
6282,1171,1675,33
6283,1226,2969,201
6284,1073,1794,39
6285,1048,1809,254
6286,1458,1922,139
6287,1305,1637,196
6288,1213,1842,26
6289,1054,2172,33
6290,1103,2827,22
6291,1212,1664,209
6292,1490,1195,58
6293,1457,1686,219
6294,1647,2390,31
6295,1610,2372,157
6296,1255,1159,235
6297,1188,2318,140
6298,1511,2220,188
6299,1369,2575,85
6300,1313,2528,69
6301,1470,1284,47
6302,1179,1250,146
6303,1400,2343,34
6304,1618,2520,6
6305,1198,2291,6
6306,1335,2670,15
6307,1496,1732,136
6308,1203,2473,228
6309,1513,1446,136
6310,1283,2530,5
6311,1092,2126,110
6312,1114,2012,151
6313,1377,2616,62
6314,1015,2008,69
6315,1221,2519,54
6316,1344,1655,78
6317,1620,2768,46
6318,1054,2258,96
6319,1064,1049,12
6320,1457,2867,123
6321,1166,2491,26
6322,1037,2934,38
6323,1054,1304,130
6324,1435,1583,154
6325,1315,1113,52
6326,1152,2204,2
6327,1631,2317,8
6328,1456,1669,5
6329,1087,2310,127
6330,1240,2815,109
6331,1565,1220,95
6332,1265,1219,30
6333,1199,2409,9
6334,1313,2733,27
6335,1224,1455,101
6336,1616,2630,48
6337,1634,2902,55
6338,1575,1362,185
6339,1064,1657,23
6340,1464,1520,226
6341,1271,1089,104
6342,1552,1013,231
6343,1405,2564,223
6344,1008,1951,76
6345,1417,1363,27
6346,1415,1683,48
6347,1616,1657,51
6348,1434,2423,121
6349,1306,2090,219
6350,1067,1291,32
6351,1650,2163,85
6352,1130,2435,10
6353,1588,1171,59
6354,1087,1477,72
6355,1101,2523,55
6356,1260,2846,157
6357,1641,1995,9
6358,1481,1761,78
6359,1630,2035,146
6360,1269,1145,16
6361,1015,1415,0
6362,1210,2019,96
6363,1327,1316,0
6364,1517,1954,105
6365,1207,2683,36
6366,1273,1675,138
6367,1635,2841,3
6368,1586,2741,146
6369,1088,1206,37
6370,1287,1338,134
6371,1614,1158,115
6372,1227,1515,73
6373,1551,2284,57
6374,1608,1757,240
6375,1351,1168,100
6376,1295,2472,82
6377,1457,1665,64
6378,1291,2054,58
6379,1025,1412,53
6380,1527,1712,203
6381,1215,2989,231
6382,1316,1603,181
6383,1166,1965,72
6384,1009,2803,28
6385,1581,2721,44
6386,1271,2787,7
6387,1128,1306,45
6388,1398,2914,124
6389,1513,1983,10
6390,1349,2679,3
6391,1616,1679,76
6392,1379,1160,6
6393,1002,2266,198
6394,1475,2339,18
6395,1453,1540,9
6396,1129,2092,10
6397,1173,2345,160
6398,1363,2213,128
6399,1042,2000,84
6400,1413,2459,138
6401,1394,1974,42
6402,1382,1715,58
6403,1304,2049,20
6404,1075,2706,25
6405,1077,2316,56
6406,1009,2320,9
6407,1080,2513,50
6408,1203,2573,100
6409,1346,1837,124
6410,1091,2537,128
6411,1203,2205,40
6412,1251,2626,37
6413,1517,2156,40
6414,1328,2930,15
6415,1609,2330,212
6416,1423,2365,157
6417,1186,2656,17
6418,1502,1632,17
6419,1496,2833,240
6420,1044,2885,19
6421,1377,2564,120
6422,1619,1586,244
6423,1020,2116,83
6424,1137,1058,102
6425,1584,2774,56
6426,1642,1158,143
6427,1533,2085,53
6428,1137,1927,38
6429,1113,1516,90
6430,1197,2602,29
6431,1095,1508,20
6432,1383,1468,15
6433,1223,2480,59
6434,1122,1102,62
6435,1077,2952,68
6436,1324,2910,35
6437,1462,2109,72
6438,1320,1408,3
6439,1394,2959,18
6440,1003,2315,6
6441,1589,1980,43
6442,1138,1863,3
6443,1108,2772,30
6444,1474,1655,85
6445,1327,2507,81
6446,1157,1473,70
6447,1129,2689,93
6448,1371,1195,64
6449,1549,2345,29
6450,1435,2487,22
6451,1508,1229,50
6452,1037,2541,253
6453,1544,1421,6
6454,1271,2812,201
6455,1091,1322,130
6456,1292,1968,8
6457,1610,1546,123
6458,1063,2175,37
6459,1546,2764,100
6460,1123,1446,4
6461,1193,1276,96
6462,1397,2473,192
6463,1338,1143,11
6464,1401,1288,8
6465,1440,2955,47
6466,1085,2939,8
6467,1223,1415,152
6468,1258,2650,22
6469,1037,1467,5
6470,1172,2774,112
6471,1344,2627,4
6472,1538,2153,143
6473,1481,2339,114
6474,1011,2610,51
6475,1086,2231,73
6476,1041,1116,197
6477,1582,2300,18
6478,1118,2067,111
6479,1515,2411,21
6480,1151,2130,18
6481,1494,2426,218
6482,1363,2407,73
6483,1082,2944,84
6484,1073,1779,19
6485,1260,2171,192
6486,1203,1949,69
6487,1029,1642,14
6488,1546,1772,33
6489,1259,1743,49
6490,1455,2994,13
6491,1616,2128,78
6492,1358,1629,63
6493,1611,1019,3
6494,1404,2221,45
6495,1174,2372,164
6496,1505,2584,8
6497,1332,2766,3
6498,1335,1945,170
6499,1369,2267,90
6500,1585,2837,21
6501,1474,1391,93
6502,1165,2833,21
6503,1364,1612,29
6504,1126,1608,3
6505,1312,2329,35
6506,1064,2107,20
6507,1287,1042,96
6508,1176,2744,187
6509,1085,1905,86
6510,1405,1156,111
6511,1560,1912,85
6512,1276,1567,184
6513,1294,1518,0
6514,1504,2844,49
6515,1228,2978,39
6516,1009,2380,74
6517,1511,2269,48
6518,1198,1828,71
6519,1251,2783,73
6520,1211,2466,226
6521,1102,1743,1
6522,1172,1329,117
6523,1339,1981,53
6524,1480,1516,21
6525,1272,2605,103
6526,1522,2145,177
6527,1193,1771,11
6528,1381,1356,2
6529,1039,1560,68
6530,1045,1649,9
6531,1529,2981,27
6532,1485,1585,7
6533,1531,2806,11
6534,1486,2740,204
6535,1159,2733,11
6536,1511,2217,113
6537,1473,2169,1
6538,1171,1944,40
6539,1543,2138,112
6540,1465,2555,22
6541,1107,2960,120
6542,1387,2647,74
6543,1307,2325,16
6544,1604,1030,59
6545,1454,1639,199
6546,1078,2890,132
6547,1125,1193,58
6548,1228,2813,81
6549,1233,1141,152
6550,1386,2568,199
6551,1159,2376,31
6552,1358,2585,93
6553,1188,2463,172
6554,1015,2308,100
6555,1419,1743,52
6556,1441,1337,109
6557,1114,2847,5
6558,1037,2348,59
6559,1537,1506,7
6560,1643,1163,17
6561,1590,2584,7
6562,1004,2467,46
6563,1553,2919,115
6564,1524,2879,211
6565,1594,1047,10
6566,1054,2629,0
6567,1154,2931,239
6568,1138,1493,16
6569,1411,1558,9
6570,1403,1923,9
6571,1569,1267,27
6572,1290,2453,47
6573,1073,2072,4
6574,1463,2441,163
6575,1399,1125,6
6576,1163,1247,108
6577,1433,1156,54
6578,1102,1026,8
6579,1384,2419,1
6580,1095,2525,111
6581,1325,1706,33
6582,1065,2884,59
