Sr.no,Dealer,Product,FC
5372,1032,2243,156
5373,1140,1241,29
5374,1280,1172,121
5375,1525,2625,66
5376,1301,2287,289
5377,1311,2991,207
5378,1291,1542,280
5379,1297,1660,164
5380,1577,2313,72
5381,1307,2043,52
5382,1516,2584,224
5383,1155,1199,41
5384,1172,1625,126
5385,1624,1123,183
5386,1231,1771,265
5387,1006,1489,105
5388,1278,2838,258
5389,1154,1245,246
5390,1469,2566,105
5391,1417,1862,77
5392,1022,2119,187
5393,1239,1852,80
5394,1565,2086,242
5395,1433,1297,287
5396,1120,1591,116
5397,1223,1360,5
5398,1078,2282,222
5399,1551,2727,203
5400,1133,1932,219
5401,1058,2980,156
5402,1640,1630,192
5403,1144,1418,209
5404,1026,2803,246
5405,1232,2891,100
5406,1123,2115,31
5407,1425,2029,292
5408,1650,2443,165
5409,1022,1412,151
5410,1347,2193,157
5411,1574,2389,260
5412,1118,1764,146
5413,1276,2118,162
5414,1433,1178,51
5415,1420,1163,261
5416,1112,2223,8
5417,1189,2870,124
5418,1196,1871,118
5419,1209,1397,41
5420,1176,2510,128
5421,1163,1132,299
5422,1386,2335,8
5423,1573,1404,61
5424,1323,2515,145
5425,1108,2406,250
5426,1265,1258,170
5427,1348,1980,158
5428,1428,2700,178
5429,1116,1373,231
5430,1597,1786,261
5431,1510,1145,232
5432,1303,1927,249
5433,1307,1902,282
5434,1403,1201,283
5435,1472,1505,204
5436,1221,1063,284
5437,1331,1493,105
5438,1482,1998,15
5439,1451,2659,19
5440,1422,2497,166
5441,1483,2234,128
5442,1411,2854,188
5443,1633,2441,33
5444,1468,2235,173
5445,1557,2908,216
5446,1566,1853,44
5447,1547,2029,6
5448,1287,1016,160
5449,1634,1901,83
5450,1003,2582,49
5451,1191,1786,148
5452,1053,1022,99
5453,1102,1589,146
5454,1002,2569,37
5455,1247,2296,87
5456,1019,2017,133
5457,1331,2812,99
5458,1006,2146,161
5459,1410,2810,158
5460,1177,2951,29
5461,1062,1853,281
5462,1245,2854,51
5463,1574,2994,160
5464,1321,1922,34
5465,1278,2010,66
5466,1123,2307,276
5467,1379,1922,47
5468,1305,2402,289
5469,1048,2377,127
5470,1516,2086,21
5471,1381,1274,272
5472,1318,2878,155
5473,1235,2603,212
5474,1186,1523,94
5475,1214,2498,69
5476,1424,2335,21
5477,1484,1920,140
5478,1338,2044,85
5479,1180,1897,23
5480,1444,2981,208
5481,1190,2655,132
5482,1547,1177,294
5483,1227,1590,187
5484,1174,1978,156
5485,1346,2622,169
5486,1147,1149,189
5487,1225,2957,248
5488,1412,1299,1
5489,1576,2063,23
5490,1386,2512,269
5491,1577,2500,100
5492,1043,2662,138
5493,1188,2647,90
5494,1167,1917,256
5495,1074,2198,158
5496,1650,1605,38
5497,1027,2665,111
5498,1275,1365,257
5499,1043,1478,107
5500,1156,2772,221
5501,1647,2003,205
5502,1463,1747,73
5503,1424,2279,58
5504,1133,1014,158
5505,1635,1313,27
5506,1184,1885,14
5507,1371,2006,91
5508,1589,1399,98
5509,1475,1127,70
5510,1094,1351,130
5511,1018,2779,42
5512,1512,1044,62
5513,1209,1879,248
5514,1507,2551,215
5515,1158,2175,106
5516,1164,2177,16
5517,1445,2599,5
5518,1283,2618,7
5519,1074,2638,298
5520,1297,2308,84
5521,1441,2083,210
5522,1602,2654,237
5523,1213,1534,143
5524,1431,1893,279
5525,1522,1106,256
5526,1552,2502,16
5527,1426,1722,238
5528,1207,1469,260
5529,1386,2718,112
5530,1345,1652,251
5531,1136,2656,56
5532,1265,2801,6
5533,1543,2621,231
5534,1149,1973,289
5535,1290,2269,247
5536,1174,1007,156
5537,1418,2711,180
5538,1046,2370,297
5539,1374,1001,71
5540,1412,1390,64
5541,1222,2456,101
5542,1150,1506,115
5543,1268,2984,166
5544,1563,2612,197
5545,1119,1256,58
5546,1339,1492,73
5547,1622,1790,111
5548,1376,1558,156
5549,1525,2826,256
5550,1639,2998,11
5551,1174,2463,92
5552,1253,1475,189
5553,1562,1971,235
5554,1348,1080,105
5555,1198,2142,103
5556,1492,2643,209
5557,1629,1368,258
5558,1466,1278,142
5559,1118,2434,102
5560,1184,1715,44
5561,1443,2868,255
5562,1551,2695,94
5563,1403,1683,243
5564,1564,1068,54
5565,1259,1197,134
5566,1370,1820,293
5567,1636,2339,40
5568,1506,2135,86
5569,1264,2432,147
5570,1505,2453,2
5571,1501,2516,231
5572,1221,1560,254
5573,1228,2370,175
5574,1427,2002,156
5575,1335,1024,8
5576,1156,2571,161
5577,1478,2298,295
5578,1292,1549,118
5579,1150,2126,285
5580,1615,1455,246
5581,1214,2738,266
5582,1043,2433,135
5583,1148,1468,87
5584,1582,1280,262
5585,1157,1049,204
5586,1507,1340,66
5587,1007,1307,227
5588,1038,1368,80
5589,1153,2867,27
5590,1292,1524,180
5591,1364,2156,157
5592,1478,1301,49
5593,1157,2386,66
5594,1074,1339,6
5595,1491,2788,89
5596,1650,1470,102
5597,1369,1196,158
5598,1474,2913,226
5599,1427,1847,193
5600,1156,2310,162
5601,1386,2738,68
5602,1170,1101,47
5603,1133,1706,120
5604,1478,2315,110
5605,1452,1316,163
5606,1104,2626,263
5607,1300,1213,288
5608,1111,2385,217
5609,1158,1988,68
5610,1125,1849,76
5611,1495,2232,58
5612,1284,2120,267
5613,1003,2683,207
5614,1173,2259,247
5615,1594,2295,286
5616,1111,1147,274
5617,1018,1876,12
5618,1400,1807,153
5619,1604,2390,281
5620,1318,2531,95
5621,1133,2632,151
5622,1557,2845,68
5623,1516,1654,154
5624,1599,2862,125
5625,1101,2999,126
5626,1523,2831,199
5627,1623,1239,254
5628,1341,1862,276
5629,1081,2841,225
5630,1587,2969,169
5631,1179,1399,293
5632,1240,2721,84
5633,1583,1009,175
5634,1146,1900,243
5635,1571,2894,205
5636,1442,2030,226
5637,1118,2219,110
5638,1474,1494,156
5639,1483,1418,95
5640,1295,2922,105
5641,1586,1223,187
5642,1176,1158,35
5643,1158,2146,130
5644,1640,1160,12
5645,1436,2871,164
5646,1198,1355,35
5647,1169,1511,242
5648,1448,1465,42
5649,1374,2653,76
5650,1589,2166,228
5651,1643,2709,110
5652,1283,1755,135
5653,1052,1753,100
5654,1292,1534,86
5655,1013,1710,290
5656,1471,1289,84
5657,1631,2707,180
5658,1033,1634,271
5659,1329,2508,163
5660,1213,2161,281
5661,1087,2162,157
5662,1585,2308,90
5663,1169,2534,20
5664,1202,1259,287
5665,1082,2694,46
5666,1310,2145,257
5667,1461,2201,159
5668,1428,2900,140
5669,1338,2984,20
5670,1591,1337,255
5671,1139,2995,111
5672,1471,2728,128
5673,1011,1252,251
5674,1458,2102,126
5675,1008,2258,58
5676,1209,1297,147
5677,1191,1870,159
5678,1639,2444,141
5679,1104,2265,95
5680,1056,1006,38
5681,1511,2976,188
5682,1468,1871,137
5683,1176,2969,39
5684,1159,2359,244
5685,1502,1113,166
5686,1057,1948,261
5687,1573,1733,254
5688,1013,2644,34
5689,1519,1471,48
5690,1124,2566,258
5691,1348,1850,216
5692,1645,2006,201
5693,1475,2470,217
5694,1325,1049,182
5695,1280,1903,258
5696,1368,1903,114
5697,1273,2119,28
5698,1307,2330,206
5699,1595,2725,268
5700,1110,1297,252
5701,1499,1806,85
5702,1572,1874,85
5703,1326,1590,134
5704,1135,2534,185
5705,1161,1972,148
5706,1243,1557,125
5707,1022,2701,256
5708,1457,1171,98
5709,1381,1655,18
5710,1131,1663,71
5711,1277,2146,81
5712,1164,2187,268
5713,1200,2891,59
5714,1176,2385,62
5715,1546,1994,270
5716,1185,1673,254
5717,1436,1794,113
5718,1325,2489,220
5719,1515,1049,147
5720,1308,2071,162
5721,1169,1630,217
5722,1193,2616,240
5723,1554,1648,203
5724,1205,1062,169
5725,1650,2457,275
5726,1513,1821,75
5727,1193,1350,240
5728,1077,1101,115
5729,1299,2531,28
5730,1310,1524,83
5731,1204,1916,58
5732,1166,2328,293
5733,1057,2510,290
5734,1522,2757,108
5735,1288,1816,206
5736,1249,1154,217
5737,1354,1758,203
5738,1562,1873,232
5739,1448,2990,139
5740,1584,2826,204
5741,1329,1198,43
5742,1179,2928,236
5743,1644,2228,209
5744,1064,2383,209
5745,1014,2236,245
5746,1503,2740,60
5747,1353,1012,261
5748,1326,2250,282
5749,1359,2166,92
5750,1455,1667,153
5751,1505,1494,115
5752,1295,1287,38
5753,1134,2476,229
5754,1480,1466,140
5755,1054,1827,184
5756,1317,1884,71
5757,1558,2840,186
5758,1414,2410,30
5759,1321,1280,135
5760,1585,1935,13
5761,1484,2727,189
5762,1619,2048,129
5763,1212,1183,143
5764,1538,1346,274
5765,1150,1693,79
5766,1179,1485,213
5767,1075,1812,207
5768,1325,2196,67
5769,1548,1290,62
5770,1459,2712,228
5771,1490,2117,227
5772,1616,2388,45
5773,1413,2200,248
5774,1592,1874,84
5775,1649,2991,281
5776,1085,1082,167
5777,1025,2828,89
5778,1336,1369,115
5779,1014,1008,293
5780,1538,2672,175
5781,1235,2315,254
5782,1515,2969,286
5783,1257,1411,141
5784,1030,1661,103
5785,1043,2410,18
5786,1371,2002,4
5787,1625,2917,138
5788,1483,2102,233
5789,1234,2186,198
5790,1426,2403,60
5791,1500,1978,225
5792,1065,2364,11
5793,1154,2108,134
5794,1254,2382,265
5795,1236,2599,288
5796,1524,2762,208
5797,1560,2071,130
5798,1484,2720,113
5799,1152,1967,279
5800,1307,1892,38
5801,1351,2886,271
5802,1380,2117,231
5803,1268,1935,50
5804,1209,1577,58
5805,1241,1174,85
5806,1399,1640,256
5807,1276,1374,182
5808,1469,1685,155
5809,1357,1430,225
5810,1578,1355,132
5811,1573,2268,77
5812,1567,1975,264
5813,1283,2568,160
5814,1383,2581,5
5815,1069,1836,199
5816,1581,2108,286
5817,1630,2150,173
5818,1597,1234,199
5819,1136,1756,46
5820,1184,1256,151
5821,1398,1918,260
5822,1116,1604,45
5823,1436,1140,3
5824,1028,2758,199
5825,1470,2159,87
5826,1636,1075,197
5827,1525,2504,89
5828,1219,1956,43
5829,1289,1645,99
5830,1276,2806,162
5831,1502,1172,15
5832,1616,2336,46
5833,1251,2779,151
5834,1293,1488,153
5835,1321,2835,65
5836,1111,1372,279
5837,1217,1373,257
5838,1618,1238,260
5839,1113,1957,26
5840,1388,2769,30
5841,1141,1347,265
5842,1008,1456,134
5843,1377,1184,178
5844,1556,2057,243
5845,1022,2493,25
5846,1444,2756,39
5847,1107,2566,168
5848,1586,2659,15
5849,1500,2301,154
5850,1355,1452,152
5851,1029,1018,52
5852,1641,1299,287
5853,1379,2888,114
5854,1648,2309,60
5855,1122,2601,90
5856,1460,2884,177
5857,1484,2816,87
5858,1350,1276,13
5859,1186,2608,209
5860,1232,1083,178
5861,1585,2343,129
5862,1507,2840,173
5863,1479,1397,241
5864,1082,2917,94
5865,1387,1831,176
5866,1554,1864,12
5867,1169,2851,60
5868,1268,2379,209
5869,1602,2125,4
5870,1303,1082,221
5871,1166,2501,172
5872,1307,1349,107
5873,1641,2783,195
5874,1592,2322,164
5875,1306,2150,56
5876,1527,1219,2
5877,1509,1134,6
5878,1099,2378,15
5879,1239,2493,68
5880,1152,2326,20
5881,1447,1668,31
5882,1590,1346,1
5883,1449,2869,245
5884,1071,2239,22
5885,1238,1186,266
5886,1523,1084,136
5887,1193,1848,130
5888,1083,2092,82
5889,1042,1514,126
5890,1470,2165,97
5891,1122,1751,219
5892,1546,1761,71
5893,1211,1945,272
5894,1113,1301,268
5895,1546,2799,44
5896,1297,1753,148
5897,1572,1094,104
5898,1440,2743,121
5899,1114,1143,198
5900,1486,1994,284
5901,1042,2686,115
5902,1078,2270,141
5903,1605,1668,291
5904,1218,1372,240
5905,1155,1872,198
5906,1021,2654,12
5907,1547,1538,203
5908,1139,1452,135
5909,1475,2842,166
5910,1092,1896,56
5911,1038,2006,227
5912,1463,1444,138
5913,1380,1846,50
5914,1064,2791,116
5915,1550,2176,169
5916,1616,1390,181
5917,1260,1220,246
5918,1208,2535,78
5919,1259,1712,175
5920,1642,2081,240
5921,1434,2515,164
5922,1067,2674,282
5923,1199,2219,134
5924,1430,2193,47
5925,1337,1606,251
5926,1274,1206,164
5927,1241,1957,170
5928,1199,2189,265
5929,1305,1147,13
5930,1204,2438,34
5931,1432,1729,203
5932,1399,2876,219
5933,1312,2600,296
5934,1286,2807,11
5935,1457,1894,223
5936,1066,1608,62
5937,1313,1980,95
5938,1494,2445,63
5939,1573,1501,161
5940,1309,1974,27
5941,1126,1540,61
5942,1442,1001,56
5943,1321,1220,108
5944,1209,2098,227
5945,1451,2687,244
5946,1158,1301,300
5947,1043,1001,282
5948,1441,2874,284
5949,1062,2319,111
5950,1307,1180,273
5951,1068,2561,21
5952,1423,2078,86
5953,1500,1744,88
5954,1258,1260,176
5955,1217,1462,131
5956,1250,1374,6
5957,1374,2969,53
5958,1506,2878,132
5959,1346,1209,43
5960,1118,1853,139
5961,1617,2645,189
5962,1544,1459,74
5963,1525,2878,101
5964,1020,2926,249
5965,1560,2583,197
5966,1450,1234,70
5967,1007,1794,295
5968,1256,2636,296
5969,1248,1818,238
5970,1207,2590,247
5971,1645,1350,141
5972,1343,2287,53
5973,1605,1429,249
5974,1536,1254,214
5975,1320,2671,27
5976,1390,2474,124
5977,1364,1572,165
5978,1041,1247,257
5979,1130,2268,194
5980,1408,1858,226
5981,1095,1062,223
5982,1116,2836,291
5983,1029,2775,147
5984,1097,2770,58
5985,1602,1342,52
5986,1136,1308,64
5987,1432,2791,20
5988,1504,1588,251
5989,1219,2805,231
5990,1146,1466,16
5991,1247,2808,96
5992,1265,2137,199
5993,1578,1503,42
5994,1586,1136,19
5995,1200,1338,57
5996,1398,1454,154
5997,1487,1316,133
5998,1247,1245,211
5999,1298,2952,300
6000,1298,1767,164
6001,1386,2151,249
6002,1627,1450,158
6003,1481,1546,124
6004,1343,1789,136
6005,1510,1889,140
6006,1296,2599,53
6007,1338,2833,151
6008,1452,2685,131
6009,1564,2691,286
6010,1498,2864,295
6011,1081,2053,215
6012,1265,1251,132
6013,1278,1354,107
6014,1026,1376,124
6015,1640,1881,95
6016,1590,1403,229
6017,1305,1352,83
6018,1642,1205,2
6019,1546,1027,154
6020,1056,2921,214
6021,1070,2124,60
6022,1400,1942,245
6023,1122,1655,173
6024,1326,1113,201
6025,1085,1108,206
6026,1259,2435,143
6027,1614,2914,14
6028,1571,2360,236
6029,1211,2010,295
6030,1499,1894,181
6031,1481,2802,162
6032,1306,1188,69
6033,1040,1345,251
6034,1334,2997,244
6035,1458,1130,216
6036,1036,1553,278
6037,1132,1425,285
6038,1213,2938,191
6039,1468,2728,300
6040,1396,2427,217
6041,1478,2179,123
6042,1056,1794,124
6043,1545,1092,294
6044,1256,2574,46
6045,1150,2192,171
6046,1484,1995,242
6047,1349,1312,77
6048,1024,2117,112
6049,1135,2358,58
6050,1275,1122,71
6051,1476,1728,231
6052,1390,2410,281
6053,1058,1028,140
6054,1343,2874,117
6055,1248,2548,58
6056,1311,2953,27
6057,1054,1766,144
6058,1010,1104,31
6059,1559,1203,98
6060,1287,1757,126
6061,1161,1161,173
6062,1101,2326,146
6063,1371,1906,8
6064,1304,1277,14
6065,1046,2034,47
6066,1490,1011,20
6067,1053,2053,82
6068,1358,2397,48
6069,1391,1008,266
6070,1071,2957,51
6071,1452,1430,88
6072,1594,1160,248
6073,1181,2730,295
6074,1043,2850,40
6075,1243,2047,204
6076,1254,1844,40
6077,1561,2733,86
6078,1449,2454,77
6079,1152,2615,295
6080,1497,1526,229
6081,1589,1583,47
6082,1032,1173,56
6083,1217,2907,77
6084,1273,2218,299
6085,1109,2750,57
6086,1178,2200,53
6087,1439,2454,242
6088,1272,2271,81
6089,1635,1812,262
6090,1500,2586,208
6091,1318,1328,267
6092,1349,1009,250
6093,1140,1465,188
6094,1393,1196,256
6095,1601,2315,263
6096,1597,1587,271
6097,1515,2817,16
6098,1161,1526,183
6099,1224,2310,51
6100,1603,2696,193
6101,1164,1732,65
6102,1128,1274,272
6103,1043,2880,192
6104,1210,1014,200
6105,1276,1377,259
6106,1545,2917,253
6107,1611,1614,120
6108,1105,1416,236
6109,1617,1449,65
6110,1618,1588,161
6111,1415,2277,165
6112,1521,1161,120
6113,1518,1702,36
6114,1027,1973,200
6115,1222,1250,154
6116,1634,1324,147
6117,1030,2304,149
6118,1599,1496,141
6119,1215,1342,22
6120,1181,1017,181
6121,1121,2731,217
6122,1638,1012,277
6123,1126,1646,155
6124,1467,1654,81
6125,1106,2751,239
6126,1239,2609,12
6127,1628,2381,111
6128,1216,2917,171
6129,1020,2508,251
6130,1457,1766,158
6131,1026,1278,184
6132,1240,2051,35
6133,1613,2122,210
6134,1049,1217,50
6135,1599,1138,135
6136,1570,2043,152
6137,1487,2987,238
6138,1328,1879,87
6139,1337,1258,128
6140,1303,1408,117
6141,1549,1703,76
6142,1187,2843,170
6143,1354,2586,221
6144,1638,1264,159
6145,1607,1735,255
6146,1282,1012,174
6147,1576,1927,163
6148,1392,2000,213
6149,1584,2692,247
6150,1083,2772,43
6151,1084,1169,77
6152,1344,2522,223
6153,1419,2625,121
6154,1576,2036,53
6155,1643,2246,211
6156,1446,2704,123
6157,1180,1943,170
6158,1005,1049,272
6159,1314,2689,193
6160,1047,1910,282
6161,1559,2280,136
6162,1448,2120,56
6163,1537,1095,205
6164,1258,1125,176
6165,1144,1207,151
6166,1083,1536,67
6167,1586,1494,137
6168,1481,2178,186
6169,1566,2563,142
6170,1042,1792,209
6171,1214,1227,56
6172,1555,2051,64
6173,1305,2532,191
6174,1100,2422,61
6175,1093,2464,8
6176,1243,1622,132
6177,1528,2875,130
6178,1600,2035,177
6179,1351,1843,31
6180,1349,2813,113
6181,1155,2607,35
6182,1289,1618,28
6183,1113,1871,72
6184,1107,1400,44
6185,1640,2179,142
6186,1179,2179,69
6187,1404,1658,188
6188,1573,2806,141
6189,1329,2160,92
6190,1457,2921,291
6191,1362,2214,34
6192,1506,2802,108
6193,1110,1740,140
6194,1176,1328,148
6195,1531,2604,139
6196,1129,1477,255
6197,1624,2029,120
6198,1229,2101,19
6199,1175,2828,290
6200,1019,1644,133
6201,1552,2908,80
6202,1481,1322,60
6203,1624,1829,95
6204,1336,1216,246
6205,1274,1754,24
6206,1008,2057,67
6207,1345,2133,84
6208,1195,1856,131
6209,1005,2531,292
6210,1155,2020,238
6211,1558,1804,160
6212,1544,2180,134
6213,1649,2251,3
6214,1589,1313,294
6215,1207,1026,290
6216,1231,1701,261
6217,1513,1469,20
6218,1358,1291,139
6219,1122,2497,59
6220,1031,1766,22
6221,1328,2396,39
6222,1347,2679,237
6223,1516,1912,254
6224,1084,2240,125
6225,1016,1256,18
6226,1590,2404,30
6227,1181,2533,70
6228,1588,2968,149
6229,1025,1731,26
6230,1547,1877,199
6231,1342,2391,217
6232,1243,1416,210
6233,1383,2010,132
6234,1611,2614,157
6235,1298,2514,297
6236,1216,1294,30
6237,1245,2538,254
6238,1516,2496,63
6239,1084,2038,131
6240,1426,2830,42
6241,1380,1660,53
6242,1213,1260,259
6243,1197,2154,103
6244,1442,2670,266
6245,1044,1951,73
6246,1397,1398,39
6247,1170,2624,79
6248,1389,2104,52
6249,1096,1253,48
6250,1608,2788,31
6251,1100,1073,153
6252,1563,1257,64
6253,1438,2924,143
6254,1001,2447,70
6255,1223,1206,9
6256,1523,1333,87
6257,1614,2543,104
6258,1442,1826,146
6259,1026,1248,54
6260,1036,2404,229
6261,1117,2791,240
6262,1211,2386,89
6263,1533,1467,84
6264,1235,2266,107
6265,1600,2814,96
6266,1247,1521,104
6267,1227,1938,69
6268,1394,2524,290
6269,1223,2378,43
6270,1230,2495,162
6271,1224,2958,40
6272,1145,2724,300
6273,1261,2091,27
6274,1108,1999,61
6275,1531,2438,203
6276,1035,2248,123
6277,1328,1482,115
6278,1460,1294,64
6279,1080,1597,235
6280,1448,2224,114
6281,1544,1867,262
6282,1171,1675,106
6283,1226,2969,262
6284,1073,1794,115
6285,1048,1809,255
6286,1458,1922,195
6287,1305,1637,242
6288,1213,1842,29
6289,1054,2172,101
6290,1103,2827,279
6291,1212,1664,268
6292,1490,1195,287
6293,1457,1686,278
6294,1647,2390,242
6295,1610,2372,181
6296,1255,1159,277
6297,1188,2318,285
6298,1511,2220,265
6299,1369,2575,294
6300,1313,2528,177
6301,1470,1284,280
6302,1179,1250,151
6303,1400,2343,44
6304,1618,2520,36
6305,1198,2291,8
6306,1335,2670,187
6307,1496,1732,250
6308,1203,2473,245
6309,1513,1446,235
6310,1283,2530,21
6311,1092,2126,123
6312,1114,2012,162
6313,1377,2616,72
6314,1015,2008,118
6315,1221,2519,263
6316,1344,1655,106
6317,1620,2768,64
6318,1054,2258,250
6319,1064,1049,102
6320,1457,2867,227
6321,1166,2491,40
6322,1037,2934,120
6323,1054,1304,164
6324,1435,1583,163
6325,1315,1113,77
6326,1152,2204,3
6327,1631,2317,80
6328,1456,1669,25
6329,1087,2310,250
6330,1240,2815,292
6331,1565,1220,174
6332,1265,1219,51
6333,1199,2409,152
6334,1313,2733,180
6335,1224,1455,167
6336,1616,2630,127
6337,1634,2902,95
6338,1575,1362,221
6339,1064,1657,181
6340,1464,1520,244
6341,1271,1089,111
6342,1552,1013,263
6343,1405,2564,279
6344,1008,1951,248
6345,1417,1363,64
6346,1415,1683,93
6347,1616,1657,289
6348,1434,2423,189
6349,1306,2090,220
6350,1067,1291,51
6351,1650,2163,203
6352,1130,2435,10
6353,1588,1171,150
6354,1087,1477,138
6355,1101,2523,231
6356,1260,2846,205
6357,1641,1995,48
6358,1481,1761,98
6359,1630,2035,158
6360,1269,1145,41
6361,1015,1415,1
6362,1210,2019,270
6363,1327,1316,0
6364,1517,1954,147
6365,1207,2683,285
6366,1273,1675,180
6367,1635,2841,9
6368,1586,2741,153
6369,1088,1206,44
6370,1287,1338,271
6371,1614,1158,175
6372,1227,1515,75
6373,1551,2284,110
6374,1608,1757,268
6375,1351,1168,278
6376,1295,2472,83
6377,1457,1665,247
6378,1291,2054,181
6379,1025,1412,78
6380,1527,1712,235
6381,1215,2989,299
6382,1316,1603,199
6383,1166,1965,218
6384,1009,2803,156
6385,1581,2721,96
6386,1271,2787,257
6387,1128,1306,45
6388,1398,2914,164
6389,1513,1983,57
6390,1349,2679,107
6391,1616,1679,185
6392,1379,1160,152
6393,1002,2266,227
6394,1475,2339,114
6395,1453,1540,42
6396,1129,2092,70
6397,1173,2345,281
6398,1363,2213,228
6399,1042,2000,107
6400,1413,2459,156
6401,1394,1974,81
6402,1382,1715,280
6403,1304,2049,157
6404,1075,2706,44
6405,1077,2316,179
6406,1009,2320,11
6407,1080,2513,193
6408,1203,2573,105
6409,1346,1837,236
6410,1091,2537,256
6411,1203,2205,167
6412,1251,2626,76
6413,1517,2156,295
6414,1328,2930,81
6415,1609,2330,216
6416,1423,2365,160
6417,1186,2656,28
6418,1502,1632,49
6419,1496,2833,265
6420,1044,2885,39
6421,1377,2564,300
6422,1619,1586,287
6423,1020,2116,282
6424,1137,1058,107
6425,1584,2774,184
6426,1642,1158,257
6427,1533,2085,103
6428,1137,1927,257
6429,1113,1516,252
6430,1197,2602,31
6431,1095,1508,48
6432,1383,1468,18
6433,1223,2480,92
6434,1122,1102,65
6435,1077,2952,169
6436,1324,2910,209
6437,1462,2109,227
6438,1320,1408,8
6439,1394,2959,81
6440,1003,2315,242
6441,1589,1980,104
6442,1138,1863,3
6443,1108,2772,227
6444,1474,1655,286
6445,1327,2507,147
6446,1157,1473,148
6447,1129,2689,162
6448,1371,1195,104
6449,1549,2345,117
6450,1435,2487,23
6451,1508,1229,203
6452,1037,2541,270
6453,1544,1421,7
6454,1271,2812,215
6455,1091,1322,134
6456,1292,1968,281
6457,1610,1546,255
6458,1063,2175,126
6459,1546,2764,104
6460,1123,1446,72
6461,1193,1276,218
6462,1397,2473,198
6463,1338,1143,38
6464,1401,1288,264
6465,1440,2955,191
6466,1085,2939,140
6467,1223,1415,280
6468,1258,2650,241
6469,1037,1467,6
6470,1172,2774,203
6471,1344,2627,21
6472,1538,2153,297
6473,1481,2339,176
6474,1011,2610,157
6475,1086,2231,86
6476,1041,1116,201
6477,1582,2300,27
6478,1118,2067,214
6479,1515,2411,65
6480,1151,2130,83
6481,1494,2426,241
6482,1363,2407,297
6483,1082,2944,271
6484,1073,1779,21
6485,1260,2171,299
6486,1203,1949,75
6487,1029,1642,30
6488,1546,1772,116
6489,1259,1743,82
6490,1455,2994,31
6491,1616,2128,106
6492,1358,1629,284
6493,1611,1019,25
6494,1404,2221,59
6495,1174,2372,221
6496,1505,2584,48
6497,1332,2766,209
6498,1335,1945,238
6499,1369,2267,136
6500,1585,2837,113
6501,1474,1391,100
6502,1165,2833,79
6503,1364,1612,68
6504,1126,1608,147
6505,1312,2329,47
6506,1064,2107,238
6507,1287,1042,138
6508,1176,2744,239
6509,1085,1905,297
6510,1405,1156,193
6511,1560,1912,93
6512,1276,1567,259
6513,1294,1518,183
6514,1504,2844,50
6515,1228,2978,187
6516,1009,2380,83
6517,1511,2269,102
6518,1198,1828,189
6519,1251,2783,192
6520,1211,2466,255
6521,1102,1743,124
6522,1172,1329,138
6523,1339,1981,191
6524,1480,1516,198
6525,1272,2605,260
6526,1522,2145,200
6527,1193,1771,144
6528,1381,1356,30
6529,1039,1560,119
6530,1045,1649,52
6531,1529,2981,55
6532,1485,1585,23
6533,1531,2806,277
6534,1486,2740,262
6535,1159,2733,14
6536,1511,2217,183
6537,1473,2169,22
6538,1171,1944,55
6539,1543,2138,129
6540,1465,2555,175
6541,1107,2960,202
6542,1387,2647,248
6543,1307,2325,122
6544,1604,1030,188
6545,1454,1639,202
6546,1078,2890,175
6547,1125,1193,106
6548,1228,2813,188
6549,1233,1141,154
6550,1386,2568,255
6551,1159,2376,102
6552,1358,2585,127
6553,1188,2463,270
6554,1015,2308,126
6555,1419,1743,234
6556,1441,1337,204
6557,1114,2847,14
6558,1037,2348,212
6559,1537,1506,238
6560,1643,1163,221
6561,1590,2584,235
6562,1004,2467,54
6563,1553,2919,213
6564,1524,2879,280
6565,1594,1047,13
6566,1054,2629,13
6567,1154,2931,241
6568,1138,1493,24
6569,1411,1558,63
6570,1403,1923,186
6571,1569,1267,43
6572,1290,2453,82
6573,1073,2072,8
6574,1463,2441,286
6575,1399,1125,14
6576,1163,1247,200
6577,1433,1156,161
6578,1102,1026,18
6579,1384,2419,31
6580,1095,2525,182
6581,1325,1706,272
6582,1065,2884,67
6583,1067,1534,283
6584,1519,1147,223
6585,1619,1431,190
6586,1034,1615,235
6587,1404,2396,251
6588,1522,2288,142
6589,1545,2027,150
6590,1353,1124,230
6591,1603,2584,251
6592,1160,2568,49
6593,1218,2766,27
6594,1456,2693,27
6595,1060,1887,197
6596,1066,2515,217
6597,1046,2785,289
6598,1192,1106,25
6599,1619,1483,103
6600,1031,1459,237
6601,1545,2543,6
6602,1586,2407,33
6603,1252,2496,74
6604,1350,1097,272
6605,1403,1258,221
6606,1098,1262,242
6607,1492,2352,242
6608,1084,1009,33
6609,1006,1856,174
6610,1260,1899,244
6611,1341,2235,108
6612,1379,2790,5
6613,1463,2919,232
6614,1205,1353,215
6615,1455,1920,109
6616,1057,1676,250
6617,1260,2517,110
6618,1102,2872,255
6619,1485,1466,197
6620,1525,1108,209
6621,1408,1538,96
6622,1022,2794,21
6623,1309,1883,165
6624,1450,2844,214
6625,1241,2493,231
6626,1467,1663,164
6627,1631,1977,208
6628,1431,1617,51
6629,1081,2446,249
6630,1577,1380,43
6631,1096,1994,28
6632,1563,1295,140
6633,1108,2939,239
6634,1222,2742,104
6635,1414,2781,116
6636,1229,2125,100
6637,1439,1802,52
6638,1565,1418,256
6639,1105,1210,187
6640,1525,2384,7
6641,1252,2159,42
6642,1627,1972,276
